district_id,female_literacy_pct,poverty_rate_pct,avg_asha_visits,anm_camps_held,jsy_payout_delay_days,institutional_delivery_rate_pct
DIST_019,67.27780074568463,22.727036083275287,6.765923035449883,19.01666604345119,33.90527740830922,60.686490206825965
DIST_020,61.649165607921674,44.012372895233625,3.8160422747830447,6.235858205944637,38.4577431910368,51.30454603703551
DIST_021,74.47411578889518,43.68565532297389,7.179525675972922,2.9947310201357356,31.191173915088406,62.98475046119398
DIST_022,55.57975442608167,18.812380353887747,9.051918189147214,17.053505271894238,22.16488522938056,68.15775504074402
DIST_023,61.685785941408724,27.40369770623349,4.074219810247319,14.838487164974328,18.21892994840489,57.654157526619784
DIST_024,64.65447373174767,20.53074084358694,6.403067388817374,20.496366186182364,29.451023661391105,64.23924574976739
DIST_025,68.24279936868143,19.969417303211365,8.62909441894136,17.70447914575658,26.112162774489256,75.77663513523261
DIST_026,81.40703845572054,11.291043157408648,8.072752475639637,19.940514291956106,11.323632115104012,76.85694385769273
DIST_027,57.98695128633439,31.33475168929639,7.341833471698295,7.50721628249649,34.04012995020534,58.70880897683959
DIST_028,70.56937753654447,27.59376581301015,7.626292054653545,5.78941429429344,31.082184235681257,60.583644834376734
DIST_029,73.6965827544817,11.801756293749627,5.630878562408165,18.832119403442206,31.105349091048026,60.4072781444021
DIST_030,51.858016508799906,19.752626248281402,4.798711395762958,19.16143216051714,27.09351295936528,57.48444914232404
DIST_031,74.30179407605753,41.78930600883288,8.342202814392232,20.63117223913018,28.693241100161323,66.90959926645505
DIST_032,56.82096494749166,18.384666173344037,7.9970996670249175,11.413886920894125,19.13300914193428,62.22818282550897
DIST_033,52.60206371941118,15.071320523192808,8.254475185868845,10.933229663536384,31.33247618848889,61.936420358537596
DIST_034,87.95542149013333,27.130846609714705,9.238551745141494,17.815174553868463,32.07776655945315,71.34417037492271
DIST_035,88.62528132298237,44.497765893871026,6.840560019625274,7.366294215673253,15.03001993142894,68.70634826940532
DIST_036,82.33589392465845,18.471934502902513,6.655815646616366,21.767953061781043,9.353561263011803,73.1501556941638
DIST_037,62.18455076693483,33.52474415920575,8.033462089139348,18.815780620939663,21.11653300379239,66.62939991339455
DIST_038,53.90688456025536,36.65668653650512,6.977921275871698,9.914211893849854,32.59517057684685,60.605387707487786
DIST_039,77.36932106048627,18.317314039733986,7.759187684755945,18.185689951856546,33.34536604082041,68.64874071474286
DIST_040,67.60609974958405,35.487572201415084,8.126878011608287,16.542100261552136,15.857936717871222,66.15102892692445
DIST_041,54.881529393791155,22.87240964517386,8.437662638781221,4.7752364122012665,24.427749812838147,65.59787811746789
DIST_042,69.80707640445081,32.13070407077528,5.424112469198231,19.837987726513806,20.948412229930597,63.19558061764209
DIST_043,51.375540844608736,32.17353987663131,5.281008532731839,11.887693461294011,35.68256792069134,51.3997060547198
DIST_044,86.37281608315129,28.752113942616546,4.29134796070824,18.65393792789318,31.803395866916027,60.57271636630254
DIST_045,60.35119926400068,13.16014195190429,6.676704831257057,10.084977825421806,28.590246008159305,59.43170767538549
DIST_046,76.50089137415928,39.23558734562333,3.7456714702636384,18.986905835361675,24.564446463998923,54.98660353500861
DIST_047,62.46844304357644,21.227302274010754,6.042956969666291,10.661303347282185,19.61594801324378,62.58670470274131
DIST_048,70.80272084711243,16.5281478639949,6.671922225187709,3.5639382432064775,15.140806371066637,66.80442874423449
DIST_049,71.86841117373119,11.427129954416737,5.15661573624433,21.9649265329436,8.694813407156525,63.61062938108672
DIST_050,57.39417822102108,30.681253011588463,6.692883127834486,3.7576082345638246,32.75431000869402,57.48299260507777
DIST_051,88.78338511058234,33.71475266447989,3.9586692018459435,8.014797485360308,32.06547576114792,55.575207503475596
DIST_052,81.00531293444459,10.580574012474965,3.8441953911841784,22.943181939768603,32.109056634648255,60.84583898280582
DIST_053,87.57995766256757,27.923257040474834,8.6872025172093,21.21981723470364,35.5005723349426,71.29774359318124
DIST_054,85.79309401710594,17.92735213192783,5.877005728809696,14.676022549272938,22.471263066451254,64.3625336777072
DIST_055,73.9159991524434,32.58104766433075,4.240683058960177,14.37863947696291,30.740894912378913,56.92630357357775
DIST_056,86.87496940092467,16.1028250151747,6.87095894834732,12.358627938048924,31.839708250095644,65.211840660614
DIST_057,53.53970008207678,34.182820833586305,7.690755320233201,7.445933350602661,33.07774893365255,59.32957755033232
DIST_058,57.83931449676581,23.53573712051881,4.451712454916375,9.219717195346439,15.890849967683703,55.62538176914533
DIST_059,51.80909155642152,42.78554960578571,6.773524686042432,14.171814160962196,24.82071330390948,58.06761622478124
DIST_060,63.013213230530575,14.813233045109763,3.7723490545732195,18.566167284242624,11.191631987809327,57.628170041046374
DIST_061,65.54709158757927,21.93732228675905,3.6210321587632315,18.637848645841064,33.23874013881987,54.4202673975407
DIST_062,60.853961270955836,13.971573243420618,6.4052070148280045,19.395205531549017,22.948680509956127,65.67369450154192
DIST_063,83.14950036607718,42.3642766397497,6.906800736982182,2.5876943969988373,19.188925465536506,63.56027812621385
DIST_064,64.27013306774357,40.70687736833433,7.109982070344111,10.817718357218194,29.933892583813282,58.35841518257192
DIST_065,61.23738038749523,19.027956970030445,7.581295610085874,4.248379503329841,24.258797405453485,62.13227825675006
DIST_066,71.70784332632994,33.09944161119627,9.289269343301807,12.680633485355083,20.57395627306027,71.47566871379195
DIST_067,55.636968998990504,38.602777007042555,6.210541469786982,9.970332326763284,15.559495206399237,55.111834628387655
DIST_068,82.08787923016159,29.432028405981182,5.579496422250708,19.810880814567877,27.675735571016226,65.30173835453877
DIST_069,52.98202574719083,28.537770242460226,7.830757683556039,9.16452322679555,23.715246571086876,60.186344798566175
DIST_070,89.47547746402068,18.464830181515808,5.414503056852859,5.494857310400537,28.000925829694143,63.174385772637066
DIST_071,80.8897907718663,13.258596873206471,6.251624339671142,6.53397395373607,20.655806902441128,62.81646215390009
DIST_072,57.948627261366894,41.40255152836644,3.629710833280934,16.0899574815128,34.58504781363679,47.553213253718354
DIST_073,50.220884684944096,41.51463200071657,3.156522154191627,13.212898066253565,27.10059736950545,45.42771406108015
DIST_074,82.61845713819336,32.15855100456437,9.428259630831418,3.806598421999368,25.45515948929753,69.29836090078874
DIST_075,78.27429375390469,21.866042686704525,8.581366598151329,4.495531853629496,31.28954860379953,67.0963432464507
DIST_076,79.1602867216395,22.22233511144313,7.759050970994977,16.797149118038085,19.53153867759855,68.30823194423387
DIST_077,80.85081386743784,35.40844876045838,6.070733943834377,2.9144152512380326,15.432070463357693,62.642851680450164
DIST_078,52.96178606936361,41.398859098340196,4.099001641812347,17.297315275973105,13.999338727501515,51.46622905769836
DIST_079,64.33862914177091,41.0480248492791,4.225394838861934,15.020042058202014,32.0880363616963,53.88705800649264
DIST_080,54.63476238100519,37.295644105016834,4.594152636607676,2.8974112023363117,27.966867604839983,47.93493047766852
DIST_081,84.52413703502374,32.47110761540007,6.985842728937198,3.449643520163831,29.096215725560604,61.48911194941847
DIST_082,74.93192507310232,12.94489877482671,7.786214037662421,23.438301692540836,12.913083792688111,73.3467555127857
DIST_083,63.23592099410597,15.657004993311482,7.225902680188507,10.919715415791257,11.54068788833154,63.97022511088106
DIST_084,52.54233401144094,41.44939659844778,4.730450061904476,8.26790328149304,13.653495961386604,52.85288779898487
DIST_085,62.43929286862649,31.225017088085647,8.977977541351695,18.133489636341487,20.009692387782053,71.26147936945999
DIST_086,63.007332881069885,10.321896806582037,7.6875281577960095,22.91278186701897,21.812321532682237,68.23629988120285
DIST_087,79.18424713352256,13.551504000311123,6.909809257738855,23.364870876426302,17.516401927555535,72.8096073689454
DIST_088,75.50229885420853,33.22256191878195,7.180370454490284,16.745307513300638,22.581385434349617,64.10610044471173
DIST_089,85.48850970305307,10.177155434617655,6.2273705686278005,11.50747616715655,29.63939844926724,66.7143542573058
DIST_090,68.88859700647797,15.628281799612452,4.864157877136504,5.10718615401213,16.832043035505,61.2657725463693
DIST_091,54.78376983753207,29.205682627830516,5.23151146865821,17.622370055765685,23.690873754561373,52.90475532965981
DIST_092,78.5297914889198,34.21633191924427,8.11767249256461,12.746451802791674,31.43459170237743,65.093462611811
DIST_093,80.4314019446759,32.81864408259102,3.6949889706720533,10.202575776680424,21.477298374549957,58.03521063853893
DIST_094,72.45108790277985,17.849425831119593,4.145457601097094,21.34214511878276,24.122052671920756,60.44716386294748
DIST_095,80.83868719818244,34.92627274716375,3.8927895960941656,3.7313223714066512,33.54434726810138,54.23712052310494
DIST_096,69.75182385457563,18.303718062388,3.6394092910053337,13.022130279578382,32.39875920391865,54.05737102204373
DIST_097,70.90931317527976,21.38898943557437,8.550949767571637,3.0881739517909446,12.954634910340822,67.57677463435958
DIST_098,67.10164073434198,36.12719917913084,7.563979970966981,10.76049292196944,35.39013046486353,61.32583199244991
DIST_099,51.01676506976381,32.73715146665251,5.865378275919227,2.8523503669714954,23.850337620318957,56.2068021474488
DIST_100,54.315657079732176,39.722819367296225,3.6733181055006523,3.4040763886318164,19.400673580933205,49.69410830902043
DIST_101,51.25716742746937,33.01645123051202,5.974838599250382,4.048879812490895,23.081684152058937,55.31450150565746
DIST_102,75.45641645055122,29.890801116741507,6.3499589536944185,14.995125930647122,35.47897460548523,61.33003821879856
DIST_103,62.57423924305307,13.278616873983236,4.290696004321152,18.59303589791014,19.971175724618387,58.520748134550466
DIST_104,70.34282764658812,22.870053107080174,6.0099664483596005,14.380369991235174,17.792800878603742,62.586550829449365
DIST_105,86.30265895704372,19.282082868860392,6.117081585525115,22.315242682604797,24.691437931690224,69.40478886812001
DIST_106,59.971689165955,18.539637518267924,6.894534371632399,10.643447838647289,14.71156797310841,62.52104020443261
DIST_107,66.41531692142519,44.055369416335594,7.1388682436343665,6.308704784003656,15.707657085983715,61.84070963783377
DIST_108,80.22204554172194,23.758420363336615,3.876264969466706,19.996140527455545,12.973677120433553,66.56282168314
DIST_109,59.1519266196649,41.22162943119896,5.430714220152125,5.349753827269156,16.445471860184103,57.165362707209916
DIST_110,53.07919639315172,32.0898519099042,6.816743422148453,21.055465597821808,15.215537719788198,62.830974600053686
DIST_111,61.59005811655072,37.8183956239577,6.250618713811541,1.4612499314005567,16.034358441026793,59.598367903037264
DIST_112,56.44885149016018,27.592298258681723,8.267916076933137,21.638346708284608,26.540328271816712,65.89463469016647
DIST_113,87.18790609370292,30.191635961922568,7.695919911587728,2.844034642819265,15.585329302363135,63.097379328653254
DIST_114,82.32481518257669,27.238119283660236,4.624102866140111,20.0990503455954,19.089305939828627,61.451554864369115
DIST_115,75.33615026041694,16.83350457293156,3.930135489610918,13.870671724432842,30.78641116223661,54.01087431976018
DIST_116,84.85842360750871,35.28582403415268,7.551684141388068,21.33071351897074,23.906205813402345,69.4325688871549
DIST_117,82.14688307596458,19.827032685429952,3.8020055247690223,4.4932280261649815,25.65435000011167,56.48833982478432
DIST_118,57.46280235544143,10.851058825100884,6.6639095347496085,14.991979805516326,11.478208545060923,68.19596570989854
DIST_119,85.70235993959912,32.59153035675087,9.355428647341729,21.126897676706893,16.325531541566946,76.8129848899044
DIST_120,71.57368967662603,16.198873779246714,6.884318860787793,13.842069505478305,9.261490162511315,67.23084397901908
